season,episode,character,dialogue
s05,e01,Monica Geller,Fifteen minutes.
s05,e01,Rachel Green,"Hello? Oh, Pheebs! It's Phoebe!"
s05,e01,Chandler Bing,"Oh, yay..."
s05,e01,Phoebe Buffay,"Hi, so what happened?"
s05,e01,Rachel Green,"Well, Ross said my name."
s05,e01,Phoebe Buffay,"Yeah, I know, but I don't think that means anything."
s05,e01,Rachel Green,"Okay, Pheebs, y'know what, let's look at this objectively all right? Ninth grade, right? The obsession starts. All right? The summer after ninth grade he sees me in a two-piece for the first time, his obsession begins to grow. So then..."
s05,e01,Chandler Bing,"Hey, listen, why don't we go change in my room?"
s05,e01,Monica Geller,But my clothes are-ohh!
s05,e01,Chandler Bing,"Wow, you look..."
s05,e01,Monica Geller,No time for that!
s05,e01,Joey Tribbiani,"Hey, dude, let me in. I got a girl out here!"
s05,e01,Chandler Bing,"Well, I've got a girl in here."
s05,e01,Joey Tribbiani,"No you don't, I just saw you go in there with Monica!"
s05,e01,Chandler Bing,"Well, we're-we're hanging out in here!"
s05,e01,Joey Tribbiani,"Look, which one of us is gonna be having sex in there, me or you?"
s05,e01,Chandler Bing,"Well, I suppose I'd have to say you!! But, what if we're watching a movie in here?"
s05,e01,Monica Geller,"Which we are, and-and we already paid for it. It's My Giant!"
s05,e01,Joey Tribbiani,My Giant? I love that movie!
s05,e01,Monica Geller,You really think this is okay?
s05,e01,Chandler Bing,"Well, Ross and Emily aren't gonna use it."
s05,e01,Monica Geller,"Oh, it's so beautiful. Ohh! Y'know, I-I don't know if I feel right about this."
s05,e01,Chandler Bing,"Oh Mon-Mon-Mon-Mon-look, this is the honeymoon suite. The room expects sex. The room would be disappointed if it didn't get sex. All of the other honeymoon suites would think it was a loser."
s05,e01,Chandler Bing,"Nope, not under here!"
s05,e01,Monica Geller,You didn't find her?
s05,e01,Ross Geller,"No, I've looked everywhere!"
s05,e01,Chandler Bing,"Well, you couldn't have looked everywhere or else you would've found her!"
s05,e01,Monica Geller,"Yeah, I think you should keep looking!"
s05,e01,Chandler Bing,"Yeah, for about 30 minutes."
s05,e01,Monica Geller,Or 45.
s05,e01,Chandler Bing,"Wow, in 45 minutes you can find her twice."
s05,e01,Ross Geller,"No! For all I know, she's trying to find me but couldn't because I kept moving around. No, from now on, I'm staying in one place. Right here."
s05,e01,Monica Geller,"Well, it's getting late."
s05,e01,Chandler Bing,"Yeah, we're gonna go."
s05,e01,Ross Geller,"Actually, do you guys mind staying here for a while?"
s05,e01,Monica Geller,"Ugh, y'know, umm we gotta get up early and catch that plane for New York."
s05,e01,Chandler Bing,"Yeah, it's a very large plane."
s05,e01,Ross Geller,That's cool.
s05,e01,Chandler Bing,"But, we'll stay here with you."
s05,e01,Ross Geller,"Thanks guys! I really appreciate this, y'know, but you don't have to rub my butt."
s05,e01,Chandler Bing,We have to leave for New York in an hour.
s05,e01,Monica Geller,"I know, I've been looking at those doors, they look pretty sound proof, don't you think?"
s05,e01,Chandler Bing,"We can't do that that's insane. I mean 'A' he could wake up and 'B' y'know, let's go for it."
s05,e01,Ross Geller,Em-Emily? Em-Emily? Emily!
s05,e01,Ross Geller,"Wait, well wh-wh-wh-where is she?"
s05,e01,Rachel Green,"Hey-hey, you guys oh hurry up, get some, there's a whole cart outside..."
s05,e01,Ross Geller,"Now, hold on! Hold on! Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that I'm gonna be at that airport and I hope that she'll be there too! Oh yeah, I said Rachel's name, but it didn't mean anything, Okay? She's-she's just a friend and that's all! That's all! Now just tell Emily that I love her and that I can't imagine spending my life with anyone else. Please, promise me that you'll tell her that."
s05,e01,Monica Geller,"Y'know, maybe it's best that we never got to do it again."
s05,e01,Chandler Bing,"Yeah, it kinda makes that-that one night special. Y'know, technically we still are over international waters."
s05,e01,Monica Geller,"I'm gonna go to the bathroom, maybe I'll see you there in a bit?"
s05,e01,Joey Tribbiani,Can I ask you something?
s05,e01,Chandler Bing,"Uhh, no."
s05,e01,Joey Tribbiani,"Felicity and I, we're watching My Giant, and I was thinking, ""I'm never gonna be as good an actor as that giant."" Do you think I'm just wasting my life with this acting thing?"
s05,e01,Joey Tribbiani,"I mean, the giant is like five years younger than me, y'know, you think I'll ever get there?"
s05,e01,Joey Tribbiani,Thanks man.
s05,e01,Chandler Bing,Okay man.
s05,e01,Joey Tribbiani,But what about how much taller he is than me?
s05,e01,Joey Tribbiani,"I mean, there's no way I can make myself taller now, y'know? And who knows what science will come up with in the future, but Chandler, what if I die an unsuccessful, regular sized man?"
s05,e01,Joey Tribbiani,"Hey, Monica, wow you've been in the bathroom for like a half-hour."
s05,e01,Monica Geller,I know!
s05,e01,Joey Tribbiani,"Had the beef-tips, huh?"
s05,e01,Phoebe Buffay,You ate meat! You had sex!
s05,e01,Chandler Bing,No we didn't!
s05,e01,Phoebe Buffay,"I know you didn't, I was talking about Monica."
s05,e01,Monica Geller,"Phoebe, I did not have sex."
s05,e01,Phoebe Buffay,This pregnancy is throwing me all off.
s05,e01,Joey Tribbiani,"All right, I'm gonna go say hi the chick and the duck."
s05,e01,Phoebe Buffay,"Oh, me too!"
s05,e01,Joey Tribbiani,"Why would you need to say hi to them, you've been feeding them for four days?"
s05,e01,Phoebe Buffay,"Oh right, maybe I'll just go home."
s05,e01,Monica Geller,"Well, we certainly are alone."
s05,e01,Chandler Bing,"Yes! Good thing we have that, 'Not in New York' rule."
s05,e01,Monica Geller,"Right. Umm, listen since we're-we-re on that subject, umm, I just wanted to tell you that uh, well, I-I was going through a really hard time in London, what with my brother getting married and that guy thinking I was Ross's mother..."
s05,e01,Monica Geller,"Well, an-anyway, I just-that night meant a lot to me, I guess I'm just trying to say thanks."
s05,e01,Chandler Bing,"Oh. Y'know, that night meant a lot to me too, and it wasn't because I was in a bad place or anything, it just meant a lot to me 'cause, you're really hot! Is that okay?"
s05,e01,Monica Geller,That's okay.
s05,e01,Chandler Bing,And I'm cute too.
s05,e01,Monica Geller,And you're cute too.
s05,e01,Chandler Bing,"Thank you! All right, I gotta go unpack."
s05,e01,Chandler Bing,"I'm still on London time, does that count?"
s05,e01,Monica Geller,That counts!
s05,e01,Chandler Bing,"Oh, good!"
s05,e01,Ross Geller,Rach! Rach!
s05,e01,Ross Geller,"Hi! What are you, what are you doing here?"
s05,e01,Rachel Green,"Well, I-I-I've been on Standby for a flight home for hours."
s05,e01,Rachel Green,"Ohh, so no sign of Emily huh?"
s05,e01,Ross Geller,Not yet.
s05,e01,Rachel Green,"So umm, what time are you supposed to leave?"
s05,e01,Ross Geller,Pretty soon I guess.
s05,e01,Rachel Green,Yeah. I'm sorry.
s05,e01,Ross Geller,"I just, I don't understand, I mean, how-how can she do this? Y'know, what, am I, am I like a complete idiot for thinking that she'd actually show up?"
s05,e01,Rachel Green,"No, you're not an idiot, Ross. You're a guy very much in love."
s05,e01,Ross Geller,Same difference.
s05,e01,Ross Geller,"I get it! Well, that's that."
s05,e01,Rachel Green,"No, you know what, I think you should go."
s05,e01,Rachel Green,"Yeah, I do. I think you should go, by yourself, get some distance, clear your head, I think it'd be really good."
s05,e01,Ross Geller,"Oh, I don't, I don't, I don't know..."
s05,e01,Rachel Green,"Oh, come on Ross! I think it would be really good for you!"
s05,e01,Ross Geller,"I could, yeah, I can do that."
s05,e01,Ross Geller,"I can't, I can't even believe her! No, y'know what, I am, I am gonna go!"
s05,e01,Ross Geller,"I know, why not?"
s05,e01,Rachel Green,"Okay, I'll see you back at home, if I ever get a flight out of here."
s05,e01,Ross Geller,"Yeah, well...nah."
s05,e01,Rachel Green,"What? Wait, what?"
s05,e01,Ross Geller,"Why don't you come, I mean, I-I have two tickets, why not?"
s05,e01,Rachel Green,"Well-well, I don't know Ross-really?"
s05,e01,Ross Geller,"Yeah, yeah, it'll be great! You can, you can lay on the beach and I can cry over my failed marriage. See-see how I make jokes?"
s05,e01,Ross Geller,"No really, I mean, I mean, God, I could use a friend."
s05,e01,Rachel Green,"Oh wow, uh okay, uh maybe. Umm, yes, I can do that!"
s05,e01,Rachel Green,All right!
s05,e01,Ross Geller,Come on! Here.
s05,e01,Rachel Green,"Oh, okay, we're going. Yeah."
s05,e01,Ross Geller,Ah! Ah! I forgot my jacket!
s05,e01,Rachel Green,"Oh, wait-wait-wait..."
s05,e01,Ross Geller,You tell them to wait!
s05,e01,Rachel Green,Okay. Wait! Wait!
s05,e01,Ross Geller,Oh no-no-no! Oh-no! No! No! Emily!
s05,e01,Rachel Green,"Ahh, yes, I will have a glass of the Merlot and uh, he will have a white wine spritzer. Woo! Hey, look at that, the airport's moving. Hey, are we moving?! Are we moving? Why are we moving? Hey, time-out, umm, yeah, does the captain know that we're moving? Oh my God. Oh, my gosh."
s05,e02,Monica Geller,You look cute in bubbles.
s05,e02,Chandler Bing,"Ehh, you're just liquored up."
s05,e02,Joey Tribbiani,"Hey, it's me! I'm comin' in!"
s05,e02,Chandler Bing,"I've had a very long, hard day."
s05,e02,Joey Tribbiani,"Ahh, I'm gonna go get some chicken. Want some?"
s05,e02,Chandler Bing,"Ahh, no thanks. No chicken, bye-bye then."
s05,e02,Joey Tribbiani,You sure? Some extra crispy? Dirty rice? Beans?
s05,e02,Chandler Bing,"For the last time no! Get out! Get out, Joey!"
s05,e02,Joey Tribbiani,All right!
s05,e02,Chandler Bing,"Are you okay? I'm so sorry, he wouldn't leave. He kept asking me about chicken."
s05,e02,Monica Geller,Chicken? I could eat some chicken.
s05,e02,Chandler Bing,Hey Joe!
s05,e02,Chandler Bing,"Yeah, can I get a 3-piece, some cole slaw, some beans, and a Coke-(Yelps in"
s05,e02,Chandler Bing,"Hey, Pheebs!"
s05,e02,Joey Tribbiani,Mornin' Pheebs!
s05,e02,Phoebe Buffay,"I have to tell you this story. Okay, I was coming over here and this driver..."
s05,e02,Joey Tribbiani,Was his name Angus?
s05,e02,Joey Tribbiani,"Oh, he was this cab driver we had in London."
s05,e02,Phoebe Buffay,"Oh. Ha-ha-ha. All right, anyway..."
s05,e02,Monica Geller,"Wait, what that place, that pub he took us too?"
s05,e02,Chandler Bing,"Uh, The Wheatsheaf."
s05,e02,Joey Tribbiani,"Yeah-yeah-yeah, and they had that beer! That uh..."
s05,e02,Chandler Bing,"Ooh! Ahh, Pheebs, was gonna tell a story."
s05,e02,Phoebe Buffay,"Yeah, so, he had a really funny hat-I don't want to talk about it."
s05,e02,Joey Tribbiani,"Hey, Ross, Bodington's!"
s05,e02,Joey Tribbiani,That was good beer.
s05,e02,Joey Tribbiani,"Y'know, I'd walk back to London for another frosty one of those bad boys."
s05,e02,Ross Geller,"Y'know, I think they have those at that British pub near the trade center."
s05,e02,Ross Geller,Isn't Rachel supposed to be back by now?
s05,e02,Monica Geller,"Yeah, but her plane got delayed in Athens. But actually, she should be here by now."
s05,e02,Ross Geller,"Oh, so-so you talked to her. Did she, did she sound mad?"
s05,e02,Monica Geller,"No, but she likes me. You abandoned her on a plane to Greece."
s05,e02,Ross Geller,"Okay, I did not abandon Rachel! Okay? Emily showed up at the airport! I had to go after her! I mean, I-I did what I had to do! She's my wife! Rachel is my wife! Y'know-Emily! Emily, is my wife! Man, what is that?"
s05,e02,Phoebe Buffay,So you still hadn't heard from Emily?
s05,e02,Ross Geller,"No, not since I lost her at the airport."
s05,e02,Chandler Bing,I can't believe she can out run you man!
s05,e02,Ross Geller,"HEY, SHE'S FAST!! OKAY?!! Oh! You-you think you can be beat me? Let's go! Outside!!"
s05,e02,Ross Geller,"Rach, Rach, I am so sorry. I am so-so sorry."
s05,e02,Rachel Green,"Oh Ross, come on! You just did what you had to do."
s05,e02,Ross Geller,"That's it? You're not mad? I mean, it must've been terrible."
s05,e02,Rachel Green,"Terrible? Hell, I was in Greece! That was a nice hotel! Nice beach, met the nice people. Not to shabby for Rachel."
s05,e02,Ross Geller,"So, what? That's it?"
s05,e02,Rachel Green,"Well, yeah! We're cool. Totally cool."
s05,e02,Ross Geller,"Oh, thanks. Oh, you're the best."
s05,e02,Rachel Green,"Oh no, you're the best."
s05,e02,Ross Geller,"Ohh, I gotta go to the flower store! Check it out, no one will tell me where Emily is, so I'm gonna send 72 long-stem, red roses to Emily's parent's house, one for each day that I've known and loved her. That oughta get her talking to me again."
s05,e02,Chandler Bing,"Oh, Ross, when you make out card; be sure to make it out to, EM-I-LY."
s05,e02,Monica Geller,"Rach, that's great! It's so good that you had a good time in Greece!"
s05,e02,Rachel Green,"What?! I didn't have a good time in Greece! Ross abandoned me! Okay, I couldn't get a plane out, so I had to stay in their honeymoon suite with people coming up to me all the time going, ""Oh, Mrs. Geller, why are you crying?"" I mean, it was sooo humiliating. I felt like such an idiot! I mean, it's all my fault! And you know why, because I make very bad decisions."
s05,e02,Chandler Bing,Oh that's not true.
s05,e02,Rachel Green,"Yes it is! It is true! I went, I went after Ross in stupid London."
s05,e02,Phoebe Buffay,London is stupid! Stupid!
s05,e02,Rachel Green,"Phoebe, you were right. I should've never gone to London, and from now on you make all of my decisions for me."
s05,e02,Phoebe Buffay,"Oh... No, I did that for someone once and I'm not comfortable having that kind of power and control over someone's life."
s05,e02,Monica Geller,I'll do it!
s05,e02,Rachel Green,"That's fine. So Monica, you are now in control of my love life."
s05,e02,Chandler Bing,"Okay, I gotta go to work."
s05,e02,Chandler Bing,"And uh, Rachel, glad to have you back."
s05,e02,Chandler Bing,Pheebs! Always a pleasure.
s05,e02,Monica Geller,"Oh, Rachel, sweetie, look, here's a really cute picture of Joey and you at the reception."
s05,e02,Rachel Green,"Ohh, he's married! Ross is married. I can't-I still can't believe it."
s05,e02,Monica Geller,"Honey, sweetie, by the edges."
s05,e02,Rachel Green,"I mean, y'know I'm just gonna have to accept it ..."
s05,e02,Rachel Green,...I mean it's my fault.
s05,e02,Monica Geller,Sweetie! Edges! Fingers! Smudgey! Pictures!
s05,e02,Rachel Green,Oh my God!
s05,e02,Monica Geller,"Okay. That's okay. I-I know that you're very upset right now. I know, I know that wasn't about me."
s05,e02,Joey Tribbiani,I bet it was about her a little.
s05,e02,Monica Geller,"If you would stop thinking about Ross for one minute you would notice that there are great guys everywhere! I mean, look! Look, Gunther! I mean, he's nice, he's cute."
s05,e02,Rachel Green,"Yeah, I guess Gunther is kinda..."
s05,e02,Monica Geller,"Oh, what about that guy over there? Remember? That is the guy you flirted with at the counter that time."
s05,e02,Rachel Green,"Oh, I don't know. I don't know."
s05,e02,Monica Geller,"You're going to talk to him! Y'know what? We made a deal, I make your decisions and I say you're going to talk to him."
